0.100000	-nan	-nan	0.000052	-0.000000	-0.000022	0.025978	-0.021649	0.531052	-0.000011	-nan	-nan	-nan	-nan	-nan	-nan	0.531000	0.000000
147.700000	0.847944	0.000000	-1.097979	0.298776	-2.459965	0.000000	0.000000	-1.510326	-0.035785	7.474410	-12.381857	1.814008	-1.257725	3.863043	9.954615	0.531000	0.574000
147.800000	0.847944	0.000000	-1.097984	0.298772	-2.459987	0.000000	0.000000	-1.510338	-0.035780	7.474410	-12.381857	1.814008	-1.257725	3.863043	9.954615	0.531000	0.574000
147.900000	0.783121	0.000000	-1.097984	0.298772	-2.459987	0.000000	0.000000	-1.510338	-0.035780	6.903006	-11.435287	1.675330	-1.161574	3.863043	9.193604	0.531000	0.576000
148.000000	0.783121	0.000000	-1.097984	0.298772	-2.459987	0.000000	0.000000	-1.510338	-0.035780	6.903006	-11.435287	1.675330	-1.161574	3.863043	9.193604	0.531000	0.576000
148.100000	1.045539	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.467461	-15.683478	2.297713	-1.593097	3.863043	12.609012	0.531000	0.567000
148.200000	1.045539	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.467461	-15.683478	2.297713	-1.593097	3.863043	12.609012	0.531000	0.567000
148.300000	1.065336	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
148.400000	1.065336	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
148.500000	1.065336	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
148.600000	1.065336	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
148.700000	1.045539	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.467461	-15.683478	2.297713	-1.593097	3.863043	12.609012	0.531000	0.567000
148.800000	1.045539	0.000000	-1.097989	0.298768	-2.460009	0.000000	0.000000	-1.510350	-0.035775	9.467461	-15.683478	2.297713	-1.593097	3.863043	12.609012	0.531000	0.567000
148.900000	1.065336	0.000000	-1.097994	0.298764	-2.460030	0.000000	0.000000	-1.510363	-0.035770	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
149.000000	1.065336	0.000000	-1.097999	0.298760	-2.460052	0.000000	0.000000	-1.510375	-0.035765	9.751206	-16.153522	2.366577	-1.640843	3.863043	12.986912	0.531000	0.566000
149.100000	0.880322	0.000000	-1.098014	0.298747	-2.460117	0.000000	0.000000	-1.510412	-0.035751	7.759809	-12.854639	1.883273	-1.305749	3.863043	10.334717	0.531000	0.573000
149.200000	0.880322	0.000000	-1.098014	0.298747	-2.460117	0.000000	0.000000	-1.510412	-0.035751	7.759809	-12.854639	1.883273	-1.305749	3.863043	10.334717	0.531000	0.573000
149.300000	0.000000	0.000000	-1.098014	0.298747	-2.460117	0.000000	0.000000	-1.510412	-0.035751	0.000000	-0.000000	0.000000	0.000000	3.863043	0.000000	0.531000	0.681000
149.400000	0.000000	0.000000	-1.098059	0.298712	-2.460063	0.003247	0.010824	-1.510439	-0.035808	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.681000
149.500000	0.000000	0.000000	-1.098306	0.298512	-2.459435	0.003247	0.010824	-1.510476	-0.036267	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948635
149.600000	0.000000	0.000000	-1.098795	0.298117	-2.458883	0.006495	-0.000000	-1.510780	-0.036890	-0.000000	0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948635
149.700000	0.000000	0.000000	-1.099476	0.297563	-2.458688	0.006495	0.000000	-1.511395	-0.037524	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948392
149.800000	0.000000	0.000000	-1.100307	0.296891	-2.458796	0.012989	0.000000	-1.512263	-0.038151	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948392
149.900000	0.000000	0.000000	-1.101209	0.296158	-2.458991	0.012989	0.000000	-1.513230	-0.038804	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948392
150.000000	0.000000	0.000000	-1.102141	0.295400	-2.459013	0.012989	0.000000	-1.514169	-0.039553	-0.000000	-0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.948392
150.100000	0.000000	0.000000	-1.103104	0.294617	-2.458818	0.012989	-0.000000	-1.515067	-0.040416	-0.000000	0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.946667
150.200000	0.000000	0.000000	-1.103925	0.293945	-2.458536	0.006495	-0.000000	-1.515794	-0.041204	-0.000000	0.000000	-0.000000	-0.000000	3.863043	0.000000	0.531000	0.946667
150.300000	0.000000	0.000000	-1.104242	0.293683	-2.458515	0.000000	0.000000	-1.516104	-0.041475	0.000000	-0.000000	0.000000	0.000000	3.863043	0.000000	0.531000	0.933129
150.400000	0.000000	0.000000	-1.104121	0.293779	-2.459023	-0.003247	-0.010824	-0.948930	0.419937	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.548306
150.500000	0.000000	0.000000	-1.103203	0.294511	-2.462054	-0.022731	-0.054122	-0.947630	0.420198	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.555758
150.600000	0.000000	0.000000	-1.100334	0.296792	-2.469664	-0.051957	-0.108244	-0.943810	0.421291	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.555758
150.700000	0.000000	0.000000	-1.094603	0.301259	-2.484147	-0.090925	-0.194838	-0.936292	0.423478	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.556304
150.800000	0.000000	0.000000	-1.085600	0.308019	-2.506727	-0.136387	-0.259785	-0.924570	0.426633	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.556304
150.900000	0.000000	0.000000	-1.073140	0.316894	-2.535790	-0.172107	-0.313906	-0.908731	0.430778	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.181296
151.000000	0.000000	0.000000	-1.057778	0.327154	-2.568155	-0.191591	-0.313906	-0.889770	0.435658	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.181296
151.100000	0.000000	0.000000	-1.041068	0.337555	-2.600466	-0.207828	-0.324731	-0.869642	0.440575	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.243346
151.200000	0.000000	0.000000	-1.022975	0.348007	-2.634800	-0.207828	-0.346379	-0.848114	0.445083	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.243346
151.300000	0.000000	0.000000	-1.004203	0.357997	-2.670532	-0.211075	-0.378853	-0.825986	0.448764	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.332223
151.400000	0.000000	0.000000	-0.985049	0.367263	-2.712454	-0.214322	-0.454623	-0.803184	0.450480	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.332223
151.500000	0.000000	0.000000	-0.965486	0.375651	-2.761586	-0.211075	-0.530394	-0.779754	0.449837	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.273113
151.600000	0.000000	0.000000	-0.945674	0.382952	-2.816087	-0.214322	-0.562867	-0.756176	0.446909	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.273113
151.700000	0.000000	0.000000	-0.925713	0.389061	-2.873218	-0.207828	-0.584515	-0.732873	0.442094	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.254296
151.800000	0.000000	0.000000	-0.905707	0.393949	-2.931139	-0.198086	-0.573691	-0.710120	0.435730	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.254296
151.900000	0.000000	0.000000	-0.886560	0.397487	-2.987112	-0.188344	-0.541218	-0.688942	0.428260	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.283732
152.000000	0.000000	0.000000	-0.868378	0.399838	-3.039187	-0.172107	-0.487096	-0.669426	0.420283	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.283732
152.100000	0.000000	0.000000	-0.852919	0.401077	-3.084650	-0.133140	-0.400501	-0.653243	0.412460	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.288306
152.200000	0.000000	0.000000	-0.841043	0.401540	-3.121269	-0.103914	-0.324731	-0.641085	0.405604	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.288306
152.300000	0.000000	0.000000	-0.833276	0.401598	-3.147117	-0.058452	-0.194838	-0.633279	0.400493	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.158718
152.400000	0.000000	0.000000	-0.829724	0.401556	-3.159998	-0.012989	-0.064946	-0.629758	0.397875	0.000000	0.000000	0.000000	0.000000	3.863043	0.000000	-0.200000	1.158718
152.500000	2.171648	0.000000	-0.830899	0.401580	-3.162780	0.029226	-0.032473	-1.361780	0.412829	23.760683	-42.975880	6.214994	-4.446605	3.906803	32.944366	0.531000	0.510990
152.600000	2.171648	0.000000	-0.834184	0.401660	-3.170400	0.042215	-0.119068	-1.364964	0.416955	23.760683	-42.975880	6.214994	-4.446605	3.906803	32.944366	0.531000	0.510990
152.700000	2.273355	0.000000	-0.839883	0.401869	-3.186550	0.074688	-0.205663	-1.370346	0.425734	24.005272	-45.754768	6.568794	-4.782201	3.933005	34.154621	0.531000	0.507443
152.800000	2.273355	0.000000	-0.849472	0.402424	-3.212063	0.116903	-0.303082	-1.379154	0.439813	24.005272	-45.754768	6.568794	-4.782201	3.933005	34.154621	0.531000	0.507443
152.900000	0.727346	1.023817	-0.862753	0.403586	-3.246301	0.146129	-0.378853	-1.390845	0.459084	50.336082	2.556567	1.556010	2.190252	3.114630	50.354382	0.531000	0.455384
153.000000	0.727346	1.023817	-0.878280	0.405494	-3.279705	0.159118	-0.292258	-1.404224	0.478599	50.336082	2.556567	1.556010	2.190252	3.114630	50.354382	0.531000	0.455384
153.100000	0.716693	1.134685	-0.894255	0.407917	-3.302382	0.162365	-0.173190	-1.418406	0.492928	53.216713	3.604473	1.533222	2.427432	3.105643	53.251122	0.531000	0.444710
153.200000	0.716693	1.134685	-0.910351	0.410656	-3.317417	0.165613	-0.119068	-1.433164	0.503538	53.216713	3.604473	1.533222	2.427432	3.105643	53.251122	0.531000	0.444710
153.300000	3.515620	0.000000	-0.926127	0.413564	-3.329800	0.152623	-0.119068	-1.447750	0.512913	55.433071	-71.164238	10.890134	-6.764528	3.739924	67.087814	0.531000	0.379217
153.400000	3.515620	0.000000	-0.938259	0.416023	-3.358052	0.113656	-0.357204	-1.456868	0.530067	55.433071	-71.164238	10.890134	-6.764528	3.739924	67.087814	0.531000	0.379217
153.500000	2.176530	0.065980	-0.949461	0.418707	-3.396013	0.123398	-0.411326	-1.463368	0.552351	68.823601	-29.593927	6.231978	-1.109782	3.366073	70.594826	0.531000	0.247943
153.600000	2.176530	0.065980	-0.962366	0.422367	-3.440663	0.146129	-0.487096	-1.469795	0.578816	68.823601	-29.593927	6.231978	-1.109782	3.366073	70.594826	0.531000	0.247943
153.700000	0.517111	1.588520	-0.977608	0.427509	-3.494222	0.172107	-0.573691	-1.475935	0.610899	60.525043	9.239090	1.106256	3.398320	3.060713	60.723545	0.531000	0.186457
153.800000	0.517111	1.588520	-0.992589	0.433491	-3.546504	0.146129	-0.465447	-1.480651	0.642672	60.525043	9.239090	1.106256	3.398320	3.060713	60.723545	0.531000	0.186457
153.900000	2.830499	0.000000	-1.003876	0.438586	-3.580925	0.107161	-0.248960	-1.484450	0.664439	53.234764	-52.610352	8.506874	-4.544877	3.624861	60.119595	0.531000	0.183677
154.000000	2.830499	0.000000	-1.010533	0.441828	-3.604749	0.064946	-0.216487	-1.485590	0.679065	53.234764	-52.610352	8.506874	-4.544877	3.624861	60.119595	0.531000	0.183677
154.100000	3.051335	0.000000	-1.016638	0.444960	-3.627556	0.074688	-0.248960	-1.486162	0.692970	54.375751	-58.461132	9.275074	-5.228158	3.660337	62.612949	0.531000	0.195571
154.200000	3.051335	0.000000	-1.024205	0.449085	-3.656133	0.100667	-0.335555	-1.486450	0.710408	54.375751	-58.461132	9.275074	-5.228158	3.660337	62.612949	0.531000	0.195571
154.300000	3.099930	0.000000	-1.033158	0.454351	-3.690749	0.107161	-0.357204	-1.486083	0.731516	55.366768	-59.526604	9.444115	-5.323443	3.660337	63.754089	0.531000	0.201438
154.400000	3.099930	0.000000	-1.042849	0.460536	-3.729056	0.116903	-0.389677	-1.484827	0.754843	55.366768	-59.526604	9.444115	-5.323443	3.660337	63.754089	0.531000	0.201438
154.500000	1.823314	0.221389	-1.052780	0.467439	-3.769366	0.123398	-0.411326	-1.482538	0.779319	59.578140	-22.462040	5.003280	-0.569177	3.339177	60.760319	0.531000	0.186628
154.600000	1.823314	0.221389	-1.062831	0.475062	-3.811419	0.126645	-0.422150	-1.479097	0.804733	59.578140	-22.462040	5.003280	-0.569177	3.339177	60.760319	0.531000	0.186628
154.700000	0.607623	1.085583	-1.072621	0.483163	-3.853796	0.123398	-0.411326	-1.474548	0.830174	48.670124	4.121597	1.299887	2.322387	3.096656	48.719307	0.531000	0.138853
154.800000	0.607623	1.085583	-1.081376	0.491022	-3.889278	0.110408	-0.281433	-1.470740	0.852072	48.670124	4.121597	1.299887	2.322387	3.096656	48.719307	0.531000	0.138853
154.900000	1.813360	0.222521	-1.088267	0.497573	-3.909120	0.081183	-0.140717	-1.470391	0.866277	59.165817	-22.306585	4.968654	-0.565238	3.339177	60.339813	0.531000	0.184684
155.000000	1.813360	0.222521	-1.092155	0.501401	-3.922834	0.038968	-0.129892	-1.469186	0.875311	59.165817	-22.306585	4.968654	-0.565238	3.339177	60.339813	0.531000	0.184684
155.100000	2.899175	0.000000	-1.094731	0.503989	-3.935011	0.035720	-0.119068	-1.467181	0.882462	50.456829	-55.369675	8.745771	-4.990522	3.669196	58.398014	0.531000	0.176053
155.200000	2.899175	0.000000	-1.096824	0.506145	-3.945046	0.025978	-0.086595	-1.465458	0.888337	50.456829	-55.369675	8.745771	-4.990522	3.669196	58.398014	0.531000	0.176053
155.300000	3.171240	0.000000	-1.098298	0.507691	-3.952179	0.016237	-0.054122	-1.464196	0.892502	48.584164	-63.561207	9.692177	-6.076300	3.748747	59.157005	0.531000	0.179363
155.400000	3.171240	0.000000	-1.099329	0.508783	-3.957191	0.012989	-0.043297	-1.463294	0.895423	48.584164	-63.561207	9.692177	-6.076300	3.748747	59.157005	0.531000	0.179363
155.500000	3.038291	0.000000	-1.100128	0.509638	-3.961098	0.009742	-0.032473	-1.462580	0.897697	49.985844	-59.412292	9.229698	-5.509501	3.704593	59.108852	0.531000	0.179150
155.600000	3.038291	0.000000	-1.100788	0.510346	-3.964324	0.009742	-0.032473	-1.461985	0.899573	49.985844	-59.412292	9.229698	-5.509501	3.704593	59.108852	0.531000	0.179150
155.700000	2.225743	0.000000	-1.101330	0.510933	-3.966987	0.009742	-0.032473	-1.461490	0.901119	54.396538	-35.302143	6.403168	-2.354706	3.473455	57.535854	0.531000	0.172382
155.800000	2.225743	0.000000	-1.101893	0.511544	-3.969758	0.009742	-0.032473	-1.460971	0.902728	54.396538	-35.302143	6.403168	-2.354706	3.473455	57.535854	0.531000	0.172382
155.900000	2.188101	0.000000	-1.102704	0.512429	-3.973752	0.012989	-0.043297	-1.460216	0.905043	53.284184	-34.580250	6.272229	-2.306554	3.473455	56.359306	0.531000	0.167513
156.000000	2.188101	0.000000	-1.103685	0.513509	-3.978655	0.016237	-0.054122	-1.459268	0.907872	53.284184	-34.580250	6.272229	-2.306554	3.473455	56.359306	0.531000	0.167513
156.100000	2.388872	0.000000	-1.104886	0.514846	-3.984641	0.019484	-0.064946	-1.458101	0.911331	51.858192	-40.638428	6.970631	-3.111085	3.535914	56.168724	0.531000	0.166738
156.200000	2.388872	0.000000	-1.106584	0.516759	-3.993149	0.032473	-0.108244	-1.456414	0.916234	51.858192	-40.638428	6.970631	-3.111085	3.535914	56.168724	0.531000	0.166738
156.300000	2.400529	0.000000	-1.109279	0.519866	-4.006831	0.051957	-0.173190	-1.453611	0.924089	51.225815	-41.155052	7.011182	-3.198700	3.544824	55.692478	0.531000	0.164818
156.400000	2.400529	0.000000	-1.112943	0.524244	-4.025849	0.061699	-0.205663	-1.449525	0.934943	51.225815	-41.155052	7.011182	-3.198700	3.544824	55.692478	0.531000	0.164818
156.500000	2.653416	0.000000	-1.117200	0.529554	-4.048526	0.071441	-0.238136	-1.444383	0.947780	49.379925	-48.800724	7.890873	-4.215773	3.624861	55.766209	0.531000	0.165114
156.600000	2.653416	0.000000	-1.121673	0.535415	-4.073098	0.077935	-0.259785	-1.438481	0.961553	49.379925	-48.800724	7.890873	-4.215773	3.624861	55.766209	0.531000	0.165114
156.700000	3.168726	0.000000	-1.126310	0.541825	-4.099466	0.084430	-0.281433	-1.431773	0.976167	47.081131	-63.941620	9.683432	-6.179419	3.766379	58.046871	0.531000	0.174547
156.800000	3.168726	0.000000	-1.131085	0.548823	-4.127707	0.087677	-0.292258	-1.424162	0.991617	47.081131	-63.941620	9.683432	-6.179419	3.766379	58.046871	0.531000	0.174547
156.900000	3.673805	0.000000	-1.135719	0.556052	-4.156337	0.084430	-0.281433	-1.416000	1.007055	43.738049	-79.108879	11.440399	-8.185195	3.906803	60.643127	0.531000	0.186083
157.000000	3.673805	0.000000	-1.139819	0.562862	-4.182846	0.074688	-0.248960	-1.408048	1.021135	43.738049	-79.108879	11.440399	-8.185195	3.906803	60.643127	0.531000	0.186083
157.100000	4.000000	0.000000	-1.143110	0.568647	-4.205047	0.058452	-0.194838	-1.401100	1.032761	37.015041	-95.273872	13.195352	-10.440508	4.080729	62.685760	0.531000	0.195936
157.200000	4.000000	0.000000	-1.145784	0.573568	-4.223719	0.055204	-0.184014	-1.395063	1.042418	37.015041	-95.273872	13.195352	-10.440508	4.080729	62.685760	0.531000	0.195936
157.300000	4.000000	0.000000	-1.148088	0.578000	-4.240377	0.045462	-0.151541	-1.389522	1.050938	38.704334	-105.245026	14.495053	-11.614484	4.106667	67.979195	0.531000	0.226778
157.400000	4.000000	0.000000	-1.149911	0.581642	-4.253962	0.035720	-0.119068	-1.384899	1.057816	38.704334	-105.245026	14.495053	-11.614484	4.106667	67.979195	0.531000	0.226778
157.500000	4.000000	0.000000	-1.151005	0.583900	-4.262340	0.016237	-0.054122	-1.381995	1.062027	42.909988	-97.447227	13.684304	-10.490728	4.020055	67.221710	0.531000	0.378347
157.600000	4.000000	0.000000	-1.151391	0.584717	-4.265360	0.000000	0.000000	-1.380936	1.063538	42.909988	-97.447227	13.684304	-10.490728	4.020055	67.221710	0.531000	0.378347
157.700000	4.000000	0.000000	-1.151349	0.584629	-4.265035	0.000000	0.000000	-1.381049	1.063376	34.647377	-94.213326	12.975693	-10.397062	4.106667	60.853668	0.531000	0.412954
157.800000	4.000000	0.000000	-1.151352	0.584635	-4.265057	0.000000	0.000000	-1.381042	1.063387	34.647377	-94.213326	12.975693	-10.397062	4.106667	60.853668	0.531000	0.412954
157.900000	0.000000	0.000000	-1.151349	0.584629	-4.265035	0.000000	0.000000	-1.381049	1.063376	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	1.268057
158.000000	0.000000	0.000000	-1.151349	0.584629	-4.265035	0.000000	0.000000	-1.381049	1.063376	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	1.268057
158.100000	0.000000	0.000000	-1.151349	0.584629	-4.265035	0.000000	0.000000	-1.381049	1.063376	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	1.265191
158.200000	0.000000	0.000000	-1.151357	0.584647	-4.264970	0.000000	0.000000	-1.381089	1.063379	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	1.265191
158.300000	0.000000	0.000000	-1.151459	0.584854	-4.264202	0.003247	0.010824	-1.381558	1.063410	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	1.268244
158.400000	0.000000	0.000000	-1.151647	0.585244	-4.263043	0.006495	0.000000	-1.382301	1.063532	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	1.268244
158.500000	0.000000	0.000000	-1.151887	0.585741	-4.262329	0.006495	-0.000000	-1.382883	1.063864	-0.000000	0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	1.268068
158.600000	0.000000	0.000000	-1.152094	0.586168	-4.261831	0.006495	-0.000000	-1.383327	1.064176	-0.000000	0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	1.268068
158.700000	0.000000	0.000000	-1.152490	0.586983	-4.260327	0.009742	0.010824	-1.384442	1.064643	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	0.677364
158.800000	0.000000	0.000000	-1.152709	0.587441	-4.259731	0.000000	0.000000	-1.384945	1.064963	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.677364
158.900000	0.000000	0.000000	-1.152706	0.587435	-4.259710	0.000000	0.000000	-1.384953	1.064952	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.837341
159.000000	0.000000	0.000000	-1.152706	0.587435	-4.259710	0.000000	0.000000	-1.384953	1.064952	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.837341
159.100000	0.000000	0.000000	-1.152706	0.587435	-4.259710	0.000000	0.000000	-1.384953	1.064952	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.874468
159.200000	0.000000	0.000000	-1.152706	0.587435	-4.259710	0.000000	0.000000	-1.384953	1.064952	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.874468
159.300000	0.000000	0.000000	-1.152706	0.587435	-4.259710	0.000000	0.000000	-1.384953	1.064952	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.894992
159.400000	0.000000	0.000000	-1.152697	0.587418	-4.259558	0.000000	0.000000	-1.385017	1.064900	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.894992
159.500000	0.000000	0.000000	-1.152794	0.587614	-4.258963	0.003247	0.010824	-1.385398	1.064957	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	0.908822
159.600000	0.000000	0.000000	-1.152939	0.587908	-4.258368	0.006495	-0.000000	-1.385827	1.065113	-0.000000	0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	0.908822
159.700000	0.000000	0.000000	-1.153139	0.588320	-4.258508	0.003247	0.010824	-1.385959	1.065557	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	0.916493
159.800000	0.000000	0.000000	-1.153233	0.588515	-4.258432	0.000000	0.000000	-1.386089	1.065735	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.916493
159.900000	0.000000	0.000000	-1.153230	0.588510	-4.258411	0.000000	0.000000	-1.386097	1.065724	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	0.531000	0.917713
160.000000	0.000000	0.000000	-1.153198	0.588448	-4.258183	-0.003247	0.010824	-1.065449	0.408726	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.494326
160.100000	0.000000	0.000000	-1.153133	0.588314	-4.257686	-0.003247	0.010824	-1.065294	0.408636	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498925
160.200000	0.000000	0.000000	-1.152761	0.587571	-4.254990	-0.019484	0.043297	-1.064438	0.408130	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498925
160.300000	0.000000	0.000000	-1.151656	0.585364	-4.246883	-0.035720	0.119068	-1.061881	0.406645	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498014
160.400000	0.000000	0.000000	-1.149404	0.580992	-4.230505	-0.058452	0.194838	-1.056714	0.403767	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498014
160.500000	0.000000	0.000000	-1.145665	0.574098	-4.204917	-0.097419	0.324731	-1.048471	0.399303	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498014
160.600000	0.000000	0.000000	-1.140111	0.564550	-4.169229	-0.126645	0.400501	-1.036743	0.393334	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.498014
160.700000	0.000000	0.000000	-1.132633	0.552801	-4.124265	-0.152623	0.487096	-1.021673	0.386404	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.508342
160.800000	0.000000	0.000000	-1.123620	0.540002	-4.074635	-0.162365	0.497920	-1.004541	0.379315	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.508342
160.900000	0.000000	0.000000	-1.113874	0.527501	-4.025579	-0.149376	0.476272	-0.987059	0.372847	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.285479
161.000000	0.000000	0.000000	-1.104409	0.516500	-3.978179	-0.146129	0.487096	-0.970409	0.368028	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.285479
161.100000	0.000000	0.000000	-1.094814	0.506355	-3.931494	-0.136387	0.454623	-0.954030	0.364298	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.308325
161.200000	0.000000	0.000000	-1.084730	0.496650	-3.884992	-0.142882	0.476272	-0.937496	0.361292	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.308325
161.300000	0.000000	0.000000	-1.073959	0.487219	-3.837018	-0.142882	0.476272	-0.920403	0.359077	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.333531
161.400000	0.000000	0.000000	-1.062824	0.478376	-3.788125	-0.139634	0.487096	-0.903188	0.357892	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.333531
161.500000	0.000000	0.000000	-1.051493	0.470256	-3.738896	-0.139634	0.487096	-0.886122	0.357773	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.355873
161.600000	0.000000	0.000000	-1.039585	0.462584	-3.689688	-0.139634	0.487096	-0.868881	0.358371	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.355873
161.700000	0.000000	0.000000	-1.027290	0.455480	-3.641639	-0.136387	0.454623	-0.851777	0.359587	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.384410
161.800000	0.000000	0.000000	-1.016146	0.449685	-3.598818	-0.110408	0.389677	-0.836689	0.361393	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.384410
161.900000	0.000000	0.000000	-1.008016	0.445830	-3.565684	-0.068193	0.292258	-0.825734	0.363531	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.404522
162.000000	0.000000	0.000000	-1.003323	0.443757	-3.543245	-0.032473	0.173190	-0.819240	0.365569	0.000000	-0.000000	0.000000	0.000000	4.106667	0.000000	-0.200000	1.404522
162.100000	0.000000	0.000000	-1.001868	0.443134	-3.531176	0.003247	0.075771	-1.493078	0.644809	-0.000000	-0.000000	-0.000000	-0.000000	4.106667	0.000000	0.531000	0.690572
